"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-9006934","Signaling by Receptor Tyrosine Kinases","26/253","398/8772",7.74923228608611e-05,0.0534697027739941,0.0512265039543376,"Col6a1/Mapk12/Areg/Spry2/Mapkapk2/Nrp1/Abi1/Fgf17/Crkl/Pdgfb/Ubc/Spint1/Hnrnph1/Pik3r4/Tgfa/Lamb3/Baiap2/Spred1/Dusp7/Fgf22/Klb/Pdgfa/Atp6v1b1/Col5a1/Spry1/Bdnf",26
