"","WT.sham.1","WT.sham.2","WT.sham.3","WT.isc.1","WT.isc.2","WT.isc.3","Trans.sham.1","Trans.sham.2","Trans.sham.3","Trans.isc.1","Trans.isc.2","Trans.isc.3"
"1448838_at",9.02638822003223,9.47728302450279,8.74531552406726,9.46413487063386,9.46358223423009,9.23946334729843,9.05423265955892,9.42284490557847,8.90333228634996,9.29262808368727,8.85793765358895,9.20289796929224
"1451199_at",8.0133435763163,8.30226280653181,8.27044792601956,8.94348549438973,8.63918086275052,8.91509416386733,7.98820667368518,8.03640033965675,7.70038974296892,8.16702814860011,8.63777319733313,8.46225917705561
"1455534_s_at",9.34485980109913,9.08320612795653,9.12612670350154,9.81945904773641,9.56199338445179,9.74384439704487,9.0839683489207,9.18993913592172,9.05388965260153,9.37678504945814,9.68495855309028,9.58999622611373
"1431782_s_at",6.62327061159501,6.43693340588758,6.64213201171455,5.33814347349554,6.55545621473423,5.19442028126252,6.44683762181636,6.34834203732487,5.94633253543214,6.1676690993872,6.22323474342912,6.21328697481298
"1454838_s_at",7.12662237010139,6.84065952590649,7.14892590688958,7.47794563072828,7.77673804978766,6.97618683940059,6.91658324309378,7.40799948359749,6.92878497615844,7.4490747916041,7.35396762346857,7.2813408409855
"1420807_a_at",7.56022396291731,7.61280107068523,8.24495918178042,8.09470048141158,7.85269474113444,7.48740650592163,8.14591361734521,7.7912888086598,7.66537748073729,8.14304288702596,8.11914552961376,7.63090315893879
"1426826_at",9.45505906506238,9.36857095888005,9.4436984862149,10.1287314741301,9.75434223650094,9.98567321105444,9.67164575495969,9.6081550276444,9.66218203284842,9.9723765314043,10.2917165157406,9.99699834220173
"1452599_s_at",8.86877669878875,8.71415825700018,9.09884625576326,8.57401886704839,8.50671665108976,8.24794138659584,9.23146531203422,9.07316443986353,9.12628285198759,9.18491961976207,8.54921788816094,8.70342152253887
"1440221_at",6.84308387595318,6.40430708219599,6.76178561914177,7.42109855526963,7.13438180097254,7.62126913234188,6.64783790532541,6.76318564196944,7.25390128308514,7.1880254368484,7.5695379129649,7.33894136229497
"1423306_at",8.76547205768722,8.74873248114978,8.52965231326733,9.39006437871424,9.11543732756664,9.25696694849699,8.30032576177998,8.59464784950659,8.70294445045362,9.04256550120958,9.06171896039732,9.27234315245114
"1424675_at",7.41186427188958,7.47657178254047,7.68545692410384,7.8034860239609,8.07593543350895,7.88637844701489,8.17701066812014,8.0427790413929,8.24274309048003,8.23400199384567,8.42392780701806,7.85432367388551
"1425373_a_at",9.54542761430242,9.53532262034839,9.69495022942942,8.96598589831062,8.95811288996728,8.95147877211313,10.0463658466966,9.70319902368086,9.93274053992237,9.29815140362269,9.00574872549252,9.11649747982982
"1418775_at",9.73558040289717,9.30484518270684,9.68115055097429,9.33381022808665,9.04213212252044,9.03282006460533,9.41115601830974,9.67518073224694,9.50975213994395,9.03144178496987,9.53608514632617,9.1180854043621
"1426227_s_at",8.06538897714217,7.99324179030967,8.07594725567997,8.67683462773247,8.45718735021791,8.62401865072354,8.19579012690085,8.20624332969433,8.12511023152497,8.64285822764849,8.78835948292155,8.67301233154745
"1422628_at",6.64209981215285,6.58114613547118,6.61068797517632,6.10217992778778,6.18850215034566,6.76168619045428,6.03917388222216,6.28907695842899,6.4061554741778,5.97082061322774,6.60658683205187,6.63587760360805
"1425138_at",5.54190165862763,6.53986945908444,6.52100140428393,5.99785403153879,5.90814359936641,5.50634369469224,6.66147856162399,6.82434308093247,5.65739951116608,5.42871295104611,6.39633969543734,6.29793214898677
"1452158_at",8.79619053004857,8.64824735751503,8.60748983102897,9.44288246966432,9.35157216053386,9.39124349945182,8.54972199549869,8.81250070031061,8.40890484465555,9.06764808277404,9.3649164784019,8.92585026450739
"1424374_at",5.79793800179746,6.1033743054083,5.95490084397406,5.81543551073977,6.09378087184558,5.93142412910457,5.44311738039062,5.61003474752404,5.60136241592677,5.35602603287996,5.86907979556865,5.37405154627583
"1451201_s_at",9.17320307263991,8.75718197876563,9.25605030124091,9.57492089848479,9.5897153034816,9.96691610404967,8.92920831312193,9.03803310572204,9.36812692215136,9.42179250429732,9.60713480125335,9.4960585438476
"1421146_at",5.40128913430862,6.33832220974217,5.90059737302319,6.25643294080574,6.37536176319831,6.7675603573471,5.64474257306888,5.36279135099172,5.95542402758351,6.07769957990719,6.0227035049838,6.3387549456819
"1417078_at",5.35169619472517,6.16745117493055,5.25443614652496,5.29240996007363,5.21561643612636,5.19489587794598,5.74948571386803,5.3061609595503,5.8883645711804,5.26144681219596,5.97475970730456,5.25285408422025
"1428669_at",9.83386514646816,9.64641072176429,9.98305755168787,9.58105761102999,9.49669964056975,9.14983592150835,10.1569714113768,9.94043709963562,10.0037726436718,10.1072175663589,9.3781252186908,9.78473448186476
"1454109_a_at",7.58544504124301,7.71957760873072,7.58407964054687,8.58135200945136,8.20612124904972,8.31084128286694,7.69896201772208,7.73263717604476,7.43864167775521,8.15695581672092,8.46072128362094,8.19002594905324
"1455363_at",9.46333965100977,9.03035809732551,9.5989479818575,9.95726076147149,9.49296599836758,9.89275197670337,9.67671450443223,8.90056879521308,9.12605043866018,9.51890855039493,9.67243705014788,9.55031491491183
"1452509_at",5.28626898881874,5.11467522595008,5.7537503185856,5.69815224470894,5.7945005012171,5.94986856148394,5.2261454650975,5.64269049460978,5.34522268830033,5.63746992054242,5.12913514441465,5.13144283233584
"1451295_a_at",9.95489079212776,9.34568665309045,9.98540706966369,9.5373131943999,10.2127692602949,10.0653088851161,9.95210018628911,9.43169521710176,9.55010126676585,9.21041624889118,9.4919942538331,9.51615688801778
"1427886_at",10.7909881956571,10.810191563303,10.7687563987845,10.7242823064668,10.6265541949051,10.7830915394417,10.1853591856733,10.7007055188126,10.5340222368736,9.96814230566642,10.5523392535683,10.278031406747
"1450608_at",5.86711489355581,5.82403421687833,5.86497477604038,6.07982748241108,5.40645830596318,5.25834315011648,5.83180537457135,5.34913238527821,5.60422363566933,5.75651740617285,5.83866261259119,5.31385750388558
"1455985_x_at",6.86828945905925,7.20536363233717,6.76514891530528,7.32276927411474,6.97925896642918,7.55444139445414,6.84221983628265,6.72348594343157,7.01873614089553,6.61945830038654,7.23846668014764,6.43987746963055
"1448640_at",6.39558090259714,6.08089685799078,6.49145164465894,7.37725751227295,7.45190967668562,7.58976864703777,6.46900907836328,6.76729471598577,7.15210220245456,7.36170460170769,7.41739578726262,7.37893253976598
"1422659_at",7.17521684217003,7.33375664002864,7.58721643155524,8.0795949922911,7.86166625174858,8.01213399439444,8.23354899504026,8.16013802949471,8.33140333000479,7.76000213179418,7.9881303866761,7.82125882123033
"1421242_at",6.84994418417801,7.10844945273746,6.71893078589083,6.92752775451068,7.10410924036122,7.18910869309018,6.29922602035426,6.52602428593395,6.94286701927814,6.55556449039267,7.10611743002899,6.22543663801999
"1449203_at",5.77909787782627,5.96447843165779,5.98599004301033,5.18643834492242,5.75585046887065,6.31045163103474,5.54500360219658,6.03176405807314,5.85373861842317,5.36255598325361,6.23325296966925,5.35084792204603
